query,dish_name
ghar ka moong dal halwa [100,Ghar Ka Moong Dal Halwa [100 gm]
kuch crispy chahiye,Crispy Kulcha With Black Channa Masala
paneer banao,Paneer Tikka Masala Mini Rice Bowl
paneer Palak,Palak paneer
ultimate wala,Ultimate Savings Chicken Bucket
spicy gelato,Mango & Cream Gelato (Tub)
chocolate something,Mint Milk Chocolate Chips Ice Cream (Small Scoop)
(reg) pizza burst chicken,Garlic Chicken Burst Pizza (Reg)
kuch mcsaver chahiye,New McSaver McAloo Tikki
teekha chicken,Koldil Chicken
(500gms),Eggless Fresh Cream Pineapple Cake (500gms)
lunch veg,Veg Kolhapuri
currant banao,Black Currant Ice Cream
small plates,Sweet Potato Mochi ( Gluten Free)
chocolate banao,Eggless Rich Chocolate Cake [500g]
shooting star ice,Shooting Star Ice Cream
mcchicken burger protein plus + pc chicken nuggets + coke zero,McChicken Burger Protein Plus + 4 Pc Chicken Nuggets + Coke Zero
something leg,Peri Peri Chicken 5 Leg Piece Meal
something like [paratha],Pind di Dal Makhani [Paratha] Bowl
pasta,Herbed Chicken Pesto Pasta
protein],Herb Grilled Chicken Boneless [64g Protein]
want to try pizza,Cheeseburst - Spicy Chicken Treat Pizza
kuch garlic chahiye,The Royal Garlic Knots with Cheesy Dip
night something,Night Bite Veg Roll combo
sandwich try karna hai,Spicy Egg McMuffin - Sandwich
bowl biryani tangdi hyderabadi,Hyderabadi Tandoori Tangdi Biryani Bowl
spicy chicken wings 4pc,Spicy Baked Chicken Wings 4pc
light dessert,Pantua
mcsaver,McSaver Korean Chicken Surprise Burger.
Butter chicken,Butter chicken
kuch doodhpak chahiye,Doodhpak
indi,Indi Tandoori Paneer Cheese Burst
(1pc) something,Cheesecake (1pc)
cotton,Cotton Candy Ice Cream (Tub)
spicy (regular,Vanilla Ice Cream (Regular Scoop)
noodles spicy,Crispy Noodles
Mushroom Palak,Palak Mushroom
non veg kabiraji,Kabiraji
non veg sawul,Kumol Sawul
mixed veg paratha (2 pcs) with curd and,Mixed Veg Paratha (2 pcs) with Curd and Pickle
kuch hyderabadi chahiye,Hyderabadi Tandoori Tangdi Biryani Bowl
chicken banao,Indi Chicken Tikka Pizza
want to try ice,Salted Caramel Ice Cream
chapati wala,Tawa Roti Chapati (4 Pcs)
garlic signature wings,Grilled Wings Signature Garlic
something pasta,Herbed Chicken Pesto Pasta
cheesy like something,Cheesy Dip
food style west,Muthiya
lunch khar,Khar
lunch curry,Gatta curry
spicy chicken,The 5 Chicken Feast Cheese Burst
makhani banao,Paneer Makhani Mini Rice Bowl
masala chicken - thali,Masala Chicken - Everyday Thali
green something,Green Peas Masala
kuch khichdi chahiye,Sambar Dal Khichdi
velvet red rich,Rich Red Velvet Pastry
kuch lababdar chahiye,Paneer Lababdar Mini Rice Bowl
ultimate,Ultimate Savings Chicken Bucket
coffee crafted,Bounty
fries,Fries with Cheese Dip
dal makhani - meal,Dal Makhani - Light Meal
tandoori chicken wings [5g protein],Tandoori Grilled Chicken Wings [50g Protein]
egg cury,Egg Curry Rice Bowl (Andhra Style)
korean wala,Korean Mc Aloo Tikki Burger Combo (M).
stuffed bread with sun-dried tomatoes,Stuffed Garlic Bread with Sun-dried Tomatoes
chiccken wings [6 pcs],Dhuadhaar Chicken Wings [6 Pcs]
sicy rasgulla,Mango Rasgulla
buttr garlic moong dal khichdi bowl,Butter Garlic Moong Dal Khichdi Bowl
butter chickn biryani,Butter Chicken Mughal Biryani
rice,Cauliflower Rice
want to try surnoli,Surnoli
chocolate wala,Chocolate Almond Praline Ice Cream (Small Scoop)
burger - premium veg,Burger Pizza - Premium Veg
(12 jamun angoori,Angoori Jamun (12 Nos)
chole dish,Chole bhature
tandoori something,Tandoori Loaded Veg Taco
meetha keerai,Keerai sadam
mc,Mc Crispy Chicken Burger Meal (M)
kuch extravaganza chahiye,Veg Extravaganza Pizza
something mexican,Mexican Baked Cheese Rice Bowl
something yuzu-pop,Korean Yuzu-Pop Sprite
mcsaver banao,McSaver Korean Mc Aloo Tikki Burger.
mc crispy chicken burger mexican cheesy fries,Mc Crispy Chicken Burger + Mexican Cheesy Fries
something with red onion,Red Rice
chicken spicy,Hot & Crispy Chicken - 8 pcs
veg poda,Chhena poda
mcsaver like something,McSaver Korean Mc Aloo Tikki Burger.
Estelle (Veggies & Moza Sandwich),Estelle (Veggies & Mozza Sandwich)
mcveggie wala,McVeggie Burger + Fries (L)
north style food,Kadhi pakoda
new mcsaver tikki,New McSaver McAloo Tikki
coac,Coca Cola 475ml
Pesto Mushrooms & Cheese Sandwich [24g Protein],Pesto Mushrooms & Cheese Sandwich [24g Protein]
grilled like something,Grilled Chicken & Cheese Burger + Veg Pizza McPuff
makhani banao,Malai Makhani Kofta Rice Bowl + Gulab Jamun
mint chocolate chips ice cream (small scoop),Mint Milk Chocolate Chips Ice Cream (Small Scoop)
Jalandhari Mushroom Masala [Steamed Rice] Bowl,Jalandhari Mushroom Masala [Steamed Rice] Bowl
2 pc crispy fried,2 Pc Crispy Fried Chicken
chicken,Chicken McNuggets 6 Pcs Combo
Smoky Red Grilled Chicken - 1 pc,Smoky Red Grilled Chicken - 1 pc
rice dinner,Brown Rice
korean mc aloo tikki burger + mc spicy paneer burger,Korean Mc Aloo Tikki Burger + Korean Mc Spicy Paneer Burger
mughlai spicy,GT Road Paneer Mughlai [Masala Rice] Bowl
hashbrown mcmuffin veg,Veg McMuffin + Hashbrown
chicken banao,Guntur Chicken Ghee Rice Bowl
spicy mascarpone,Saffron Poach Pear With Mascarpone
rice dinner,Black rice
cappuccino hashbrown,Hashbrown + Cappuccino
banana 'n strawberry ice (tub),Banana 'N Strawberry Ice Cream (Tub)
2 classic chicken krisper,2 Classic Chicken Krisper Burgers
sandwich) olives & sophie,Sophie (Feta & Olives Sandwich)
kuch chicken chahiye,Smoky Red Grilled Chicken - 5 pc
kuch chicken chahiye,12 Pc Feast Chicken Bucket
sweet doodhpak,Doodhpak
volcano double chicken,Cheese Volcano Double Chicken
rice jeera,Brown Jeera Rice
cookies banao,Cookies 'N Cream Ice Cream
veggies try karna hai,Bold BBQ Veggies Pizza - Medium
alphonso mango ice (family prepack),Alphonso Mango Ice Cream (Family Prepack)
sweet makhani,Dal makhani
Pastry Chip Choco,Choco Chip Pastry
vindaloo wala,Vindaloo
tandoori banao,Chicken Zinger Burger - Tandoori with Cheese
double meetha,Double ka meetha
south style food,Masala Dosa
kuzhambu spicy,Kuzhambu
vada banao,Vada
kuch sandwich chahiye,Grilled Paneer Power Sandwich [30g Protein]
meetha choco,Choco Mud Pie
bailley,Bailley One - Mineral Water [500 ml]
something jalapeno,Fiery Jalapeno & Paprika Pizza
shake,Kesar Pista Shake
something cake,Dutch Truffle Cake [500g]
(tub) cream ice black,Black Currant Ice Cream (Tub)
bucket lover's,Chicken Lover's Bucket
masaledar matar,Aloo matar
protein] something,BBQ Chicken Beast Bowl [74g Protein]
want to try mcsaver,New McSaver Mexican McAloo Tikki
spicy chocolate,Cold Chocolate
shooting banao,Shooting Star Ice Cream
food style west,Kutchi dabeli
Box Meal Roll,Roll Meal Box
spicy mcspicy,8 McSpicy Chicken Wings Bucket + 2 Coke + 1 Dip
capsicum & chicken classic,Classic Herbed Chicken & Capsicum
meetha coffee,Cold Coffee
spicy,Spicy Chicken Craver (10cm)
special for 4 (veg) @rs. 180 off,Special Party for 4 (Veg) @Rs. 180 off
kabab mutton,Mutton Seekh Kabab
meetha mexican,Mexican Green Wave Cheese Burst
spicy pepperoni,Italian Pork Pepperoni Cheese Garlic Bread
something like homesytle,Homestyle Chicken [Steamed Rice] Bowl
coconut rice nenthran moilee (vegan / gluten free),Coconut Rice With Nenthran Moilee (vegan / Gluten Free)
meetha mcveggie,McVeggie Burger Happy Meal
thandai banao,Kesar Thandai Ice Cream
burger patty double mcchicken,McChicken Double Patty Burger Combo
something dilliwala,Dilliwala Paneer Makhani [Paratha] Bowl
southern banao,Southern Spice Chicken Burst Pizza (Med)
forbidden black rice food,Black rice
something like iced,Cappuccino (S) + Iced Coffee (S)
bbq grilled wings [50g proteinn],BBQ Grilled Chicken Wings [50g Protein]
half like something,Veg Chinese Hakka Noodles - Half (500 ml).
kuch aloo chahiye,Aloo Dum - Feast Thali
Coke,Coke
light dessert,Gheela Pitha
jamun,Gulab jamun
spicy cheese,Fries with Cheese Dip
[steamed something,Punjabi Dum Aloo [Steamed Rice] Bowl
lunch kumol,Kumol Sawul
khar veg,Khar
chocolate spicy,Mint Milk Chocolate Chips Ice Cream (Tub)
spicy feast,Aloo Dum - Feast Thali
brown,Brown Rice (jain)
spicy chicken,Tandoori Chicken
light dessert,Ras malai
something like non-veg,Andhra Non-Veg Carrier Meals (for 3-4)
want to try multi-millet,McSpicy Chicken Burger with Multi-Millet Bun
spiccy nenthran,Coconut Rice With Nenthran Moilee (vegan / Gluten Free)
mcspicy banao,2 Pc McSpicy Chicken Wings
someting like shankarpali,Shankarpali
kuch thalipeeth chahiye,Thalipeeth
chilli,Chilli Sauce Sachet
want to try barbecue,Pepper Barbecue Chicken Pizza
food style south,Pachadi
paniyaram,Kuzhi paniyaram
pralines spicy,Pralines 'N Cream Ice Cream (Small Scoop)
sev with something,Sev tameta
dum - light meal,Aloo Dum - Light Meal
grilled spicy,Smoky Red Grilled Chicken - 1 pc
kombucha spicy,Salted Lime Kombucha
choco,Choco Kunafa Pastry
mcveggie burger fries (r),McVeggie Burger + Fries (R)
grilled chicken cheese burger + coke,Grilled Chicken & Cheese Burger + Coke
jacques (butter garlic prawns & sandwich),Jacques (Butter Garlic Prawns & Aioli Sandwich)
want to try nizami,Nizami Kheer
pinaca sweet,Pinaca
coolberg,Coolberg Non Alcoholic Beer -Strawberry (330 Ml)
alphonso something,Alphonso Mango Ice Cream (Tub)
half,Half Hyderabadi Egg Dum Biryani
shahi kofta feast thali + mini samosas,Shahi Kofta Feast Thali + 3 Mini Samosas
kuch biryani chahiye,Egg Biryani Thali
meetha [steamed,Model Town Kadhai Chicken [Steamed Rice] Bowl
3 bowls @ 399 [eligible for too],3 Bowls @ 399 [Eligible for coupons too]
lemon spicy,Lemon Soda (250 mL)
nahsta attu,Attu
want to try cappuccino,Cappuccino
something classic,Classic Cold Coffee
bowl paneer,Hunan Paneer Bowl
aloo,Dum aloo
half something,Half Hyderabadi Paneer Dum Biryani
chocoholic banao,Chocoholic Pastry [1 Piece]
corn and cheese stuffed bread,Corn And Cheese Stuffed Garlic Bread
Rice Basmati Steamed,Steamed Basmati Rice
(tub),Pralines 'N Cream Ice Cream (Tub)
classic chicken roll & meal,Classic Chicken Roll & Popcorn Meal
turiiya patra vatana,Turiya Patra Vatana sabji
mexican spicy,Mexican Corn & Cheese Burger + Fries (M).
kuch dim chahiye,Dim Sum Platter
very berry strawberry ice,Very Berry Strawberry Ice Cream
pizza tikka chicken,Indi Chicken Tikka Pizza
dream something,Thai Roll Dream meal
rice bowlz,Popcorn Rice & Pepsi Bottle Combo
watermelon wala,Watermelon & Mint (fresh Juice)
meetha chakali,Chakali
ribbon something,Gold Medal Ribbon Ice Cream
volcano banao,Cheese Volcano Peppy Paneer
bread garlic stuffed paneer,Paneer Tikka Stuffed Garlic Bread
bowl.,Chicken Chilli Garlic Noodles Bowl.
dinner misi,Misi roti
coastal chicken curry rice bowl,Coastal Chicken Curry Ghee Rice Bowl
light something,Homestyle Yellow Dal - Light Meal
chicken,Chicken Kingdom Pesto Pasta
Anarsa,Anarsa
thums spicy,Thums Up
fries,Fries (Large)
Chicken Pulusu Rice Bowl,Chicken Pulusu Rice Bowl
kuch mcchicken chahiye,Mc Crispy Chicken Burger + McChicken Burger + Fries (M).
mcspicy premium veg protein plus (1 slice),McSpicy Premium Veg Burger Protein Plus (1 Slice)
meetha chicken,Mixed Chicken Zinger Burger Doubles
lunch butter,Paneer butter masala
veg cham,Cham cham
peri peri chicken strips 3 pc,Peri Peri Chicken Strips - 3 pc
paneer tikka keto [52g protein],Paneer Tikka Keto Bowl [52g Protein]
want to try chicken,Tandoori Grilled Chicken Wings [50g Protein]
food rice idli,Idli
mcsaver spicy,McSaver Korean Mc Aloo Tikki Burger
punjabi wala,Punjabi Style Matar Paneer Masala Rice Bowl
meetha edition,Gold Edition - Chicken Zinger Burger & Fries
spicy cinnamon,Cinnamon Raisin Cookie
paneer tikka bowl,Paneer Tikka Biryani Bowl
veg,Veg Kofta - Light Meal
mithai kheer,Kheer
(Medium) Fries,Fries (Medium)
meetha krisper,Veg Krisper Burgers - 2pc
butterscotch ice cream (tub),Butterscotch Ribbon Ice Cream (Tub)
"chicken keto salad [40g protein, 459","Chicken Keto Salad [40g Protein, 459 Kcal]"
burst cheese veggie,Veggie Paradise Cheese Burst
motu patlu kids mini party combo (pack of 5),Motu Patlu Kids Pizza Mini Party Combo (Pack of 5)
spicy [paratha],Dal Tadka Dhaba Style [Paratha] Bowl
paneer keto bowl [52g protein],Paneer Tikka Keto Bowl [52g Protein]
chicken spicy,Chicken Tikki (5 pcs)
pasta sauce comfort cosy,Cosy Comfort White Sauce Pasta
shake vanilla french,French Vanilla Biscuit Shake
kuch chicken chahiye,Sambar Rice and Chicken Masala Fry Rice Bowl
2 crispy veggie burger + 2 fries (m) + veg mcpuff,2 Crispy Veggie Burger  + 2 Fries (M) + Veg Pizza McPuff
super value deal : 2 medium non-veg pizzas starting at rs 749 (save 39%).,Super Value Deal : 2 Medium Non-Veg Pizzas starting at Rs 749 (Save Upto 39%).
veg sutar,Sutar feni
mcchicken protein plus (1 slice),McChicken Burger Protein Plus (1 Slice)
kuch prepack) chahiye,Vanilla Ice Cream (Family Prepack)
night try karna hai,Night Bite Veg Roll combo
parcel chicken tandoori,Tandoori Loaded Chicken Parcel
wrap sriracha & egg,Deviled Egg & Sriracha Wrap
kuch chocolate chahiye,Dark Chocolate Crepe
veg shmami,Veg Shammi Sandwich
shikanji wala,Masala Shikanji
grilled paneer sandwich [30g protein],Grilled Paneer Power Sandwich [30g Protein]
mcpuff banao,Veg Pizza McPuff
pepsi,Pepsi Glass
hyderabadi like something,Half Hyderabadi Chicken Dum Biryani
meetha mcspicy,McSpicy Chicken Burger Combo
tulsi nimbenu soup ( vegan,Tulsi Nimbenu Soup ( Vegan )
korean surprise burger combo (m).,Korean Chicken Surprise Burger Combo (M).
masor dinner,Masor tenga
boiled pork dish,Pork Bharta
spicy multi--millet,McSpicy Chicken Burger with Multi-Millet Bun
break spicy,Take a break Combo
mexican gren cheese burst,Mexican Green Wave Cheese Burst
assam dissh,Alu Pitika
pind,Pind di Dal Makhani [Paratha] Bowl
4pc chicken baked spicy,Spicy Baked Chicken Wings 4pc
2 chicken nuggets happy meal,2 Pc Chicken Nuggets Happy Meal
meetha dhondas,Dhondas
tandoori spicy,Tandoori Chicken Wings (12 Pcs)
koldil dinner,Koldil Duck
poriyal,Beans Carrot Poriyal
ribbon wala,Gold Medal Ribbon Ice Cream (Small Scoop)
pasta pesto chicken,Herbed Chicken Pesto Pasta
coffee wala,Mocha Coffee (S)
spicy chocolate,Three Cheers Chocolate Ice Cream (Regular Scoop)
Amritsari Egg Tadka Rice Bowl + Gulab Jamun,Amritsari Egg Tadka Rice Bowl + Gulab Jamun
kuch breadsticks chahiye,Garlic Breadsticks + Cheesy Dip
with cheese dip,Fries with Cheese Dip
mint skimmed,Skimmed Mint Buttermilk
margherita regular,Margherita Pizza Regular
cheese with burger tikki,McAloo Tikki Burger with Cheese
chocolat try karna hai,Pain Au Chocolat [1 Piece]
da dhabe,Dhabe Da Keema
kuch everyday chahiye,Shahi Paneer - Everyday Thali
kuch classic chahiye,Classic Coffee Regular with French Vanilla
kuch homestyle chahiye,Homestyle Rajma - Everyday Thali
chocolat wala,Pain Au Chocolat [1 Piece]
scotch butterscotch ice cream (family prepack 450 ml),Hop Scotch Butterscotch Ice Cream (Family Prepack 450 Ml)
wings something,8 McSpicy Chicken Wings Bucket + 2 Coke + 1 Dip
paratha like something,Laccha Paratha (2 pcs)
veg kothamali,Kothamali sadam
(protein-25g) spicy,Mughlai Grilled Chicken Rice Bowl with Omelette (Protein-25g)
samosas wala,Shahi Kofta Feast Thali + 3 Mini Samosas
Chicken & French Fries Bucket,Chicken & French Fries Bucket
puri Pani,Pani puri
chicken dish,Chicken Tikka
light - paneer palak,Palak Paneer - Light Meal
mcspicy banao,McSpicy Premium Veg Burger Protein Plus + Corn + Coke Zero
something like upma,Upma
biryanis banao,Any 3 Biryanis [FREE Thums Up & Choco Lava Cake]
chikki sweet,Chikki
mcspicy premium veg burger plus (1 slice),McSpicy Premium Veg Burger Protein Plus (1 Slice)
spiy basundi,Basundi
tandoori spicy,Tandoori Chicken Burst Pizza (Med)
craver chicken classic,Classic Chicken Craver (10cm)
saffron spicy,Saffron Pulao (jain)
meetha kheer,Chak Hao Kheer
meetha mushroom,"Pesto & Mushroom Keto Salad [284 Kcal, Low Calo..."
rice (jain),Coconut Rice (jain)
food style west,Koshimbir
Egg Crury Rice,Egg Curry Rice
spicy steamed,A1 Dhaba Palak Paneer Steamed Rice Bowl
falafel mezze bowl ( vegan high protein ),Falafel Mezze Bowl ( Vegan / High Protein )
kuch laapsi chahiye,Laapsi
want to try caramel,Salted Caramel Choco Mousse
coolberg,Coolberg Non Alcoholic Beer -Peach (330 Ml)
fiery,Fiery Jalapeno & Paprika Pizza
burger like something,Gold Edition - Veg Zinger Burger
gavvalu spicy,Gavvalu
indian tandoori roll meal,Indian Tandoori Roll Chicken Meal
aloo,Aloo gobi
veg something,Veg McMuffin with protein plus
something like cheese,Mexican Corn & Cheese Burger
classic corn,Classic Corn Cup
something ice,Three Cheers Chocolate Ice Cream.(small Scoop)
475ml coca,Coca Cola 475ml
veg pani,Pani puri
bavarian chocolate ice cream (regular,Bavarian Chocolate Ice Cream (Regular Scoop)
Chicken Malai Murg,Murg Malai Chicken
chicken power sandwich [35g protein],Grilled Chicken Power Sandwich [35g Protein]
something like mexican,Mexican Fiesta
spicy classic,Classic Chicken Masala Rice Bowl + 3 Mini Samosas
want to try tikka,Classic Chicken Tikka Biryani Bowl
(r) fries + mcveggie,McVeggie Burger + Fries (R)
something like theeyal,Theeyal
kuch mexican chahiye,Mexican McAloo Tikki Burger
burger,Burger Combo for 2: Corn & Cheese + McVeggie
something like (tub),Bavarian Chocolate Ice Cream (Tub)
(protein-25g) like something,Mughlai Grilled Chicken Rice Bowl with Omelette (Protein-25g)
mcspicy deluxe chicken combo,McSpicy Deluxe Chicken Burger Combo
Go Native Jamun Rabri,Go Native Jamun Rabri
noodles like something,Crispy Noodles
light - kofta veg,Veg Kofta - Light Meal
meetha dudhi,Dudhi halwa
chicken something,Double Chicken Roll
paradise spicy,Cheese Volcano Veg Paradise
blueberry,Blueberry Cheesecake Gelato (Tub)
puri,Puri Bhaji
ghee roast pizza,Paneer Ghee Roast Pizza
spicy paneer wrap combo,Big Spicy Paneer Wrap Combo
blueberry 'n chocolate ice cream (small scoop),Blueberry 'N White Chocolate Ice Cream (Small Scoop)
5 meal: classic pizza,5 Course Meal: Classic Pizza
chicken banao,6 Pc Chicken Nuggets
spicy everyday,Aloo Palak - Everyday Thali
spicy jeera,Jeera Aloo
meal for 4: veg extravaganza & indi paneer,Meal for 4: Veg Extravaganza & Indi Tandoori Paneer
veg masala,Chana masala
mini,Mini Bowl Meal Combo (Veg)
mini aloo samosa [pack 6],Mini Aloo Samosa [Pack of 6]
[masala spicy,NH1 Dhaba Egg Curry [Masala Rice] Bowl
punjabi like something,Punjabi Dum Aloo [Masala Rice] Bowl
veg pziza,Veg Extravaganza Pizza
Spicy Zinger Burger and Chicken Meal,Spicy Zinger Burger and Chicken Meal
Peri Peri Chicken Leg Piece - 1 pc,Peri Peri Chicken Leg Piece - 1 pc
spicy mexican,Mexican Grilled Chicken Cheese Burger + Coke (M).
country something,Country Feast
bowl rice makhani,Dal Makhani Rice Bowl
meetha mcspicy,McSpicy Premium Burger Veg Combo
unni sweet,Unni Appam
